trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T03564,2024-01-08T16:59:10Z,2024-01-08,22,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,7.02,12.1,13.4,1.4,11.94,16.72,1.97,14.75,11.41,3.34,5
T03565,2024-01-30T07:52:54Z,2024-01-30,13,Tue,FALSE,FALSE,Downtown,1,EV,Rainy,2.57,8,56,2.34,4.62,10.81,0.31,10.5,8.34,2.16,4.6
T03566,2024-01-02T19:17:16Z,2024-01-02,0,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,9.98,32.9,20.2,1.2,16.96,20.35,2.79,17.56,13.49,4.07,4.3
T03567,2024-01-16T09:15:13Z,2024-01-16,14,Tue,FALSE,FALSE,Downtown,1,EV,Clear,3.85,8.9,39.8,1.66,6.93,11.5,0.46,11.04,8.74,2.3,4.7
T03568,2024-01-27T07:08:45Z,2024-01-27,12,Sat,TRUE,FALSE,Airport,1,Non-EV,Rainy,19.15,63.8,57.7,2.12,32.56,69.02,5.36,63.66,49.86,13.8,4.5
T03569,2024-01-06T19:12:42Z,2024-01-06,0,Sun,TRUE,FALSE,Suburb_North,3,EV,Rainy,8.01,29.9,24.4,1.36,14.42,19.61,0.96,18.65,14.73,3.92,4.5
T03570,2024-01-18T10:41:51Z,2024-01-18,16,Thu,FALSE,FALSE,Suburb_South,3,EV,Stormy,7.53,19.5,38.4,1.77,13.56,24,0.9,23.1,18.3,4.8,3.9
T03571,2024-01-04T22:36:47Z,2024-01-04,4,Fri,FALSE,FALSE,Suburb_North,3,EV,Clear,6.01,21.2,21.5,1.53,10.81,16.54,0.72,15.82,12.51,3.31,3.9
T03572,2024-01-28T18:07:39Z,2024-01-28,23,Sun,TRUE,FALSE,Downtown,1,Non-EV,Foggy,5.58,18.9,64.5,2.29,9.49,21.73,1.56,20.17,15.82,4.35,3.8
T03573,2024-01-09T12:59:30Z,2024-01-09,18,Tue,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,10.97,42.1,53.4,2.03,18.65,37.86,3.07,34.79,27.22,7.57,3.8
T03574,2024-01-08T19:47:39Z,2024-01-08,1,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,15.73,52.4,48.4,1.75,26.74,46.79,4.4,42.39,33.03,9.36,3.5
T03575,2024-01-10T19:36:18Z,2024-01-10,1,Thu,FALSE,FALSE,Downtown,1,Non-EV,Rainy,9.92,31.8,45.6,2.01,16.86,33.88,2.78,31.1,24.32,6.78,3.8
T03576,2024-01-07T06:03:06Z,2024-01-07,11,Sun,TRUE,FALSE,Airport,1,Non-EV,Rainy,18.27,50.2,55,2.19,31.06,68.02,5.12,62.9,49.3,13.6,4.3
T03577,2024-01-04T03:49:21Z,2024-01-04,9,Thu,FALSE,TRUE,Airport,1,Non-EV,Rainy,13.7,48.2,84.9,2.78,23.28,64.73,3.83,60.9,47.95,12.95,4.4
T03578,2024-01-26T18:50:02Z,2024-01-26,0,Sat,TRUE,FALSE,Downtown,1,EV,Clear,5.84,18.4,58.6,2.17,10.52,22.82,0.7,22.12,17.56,4.56,3.2
T03579,2024-01-22T12:30:27Z,2024-01-22,18,Mon,FALSE,TRUE,Suburb_North,3,Non-EV,Foggy,9.87,39.2,46.6,1.91,16.79,32.06,2.76,29.3,22.89,6.41,3.8
T03580,2024-01-28T20:19:11Z,2024-01-28,1,Mon,FALSE,FALSE,Midtown,2,Non-EV,Foggy,5.36,17.6,23,1.14,9.11,10.38,1.5,8.88,6.8,2.08,4.4
T03581,2024-01-28T10:53:17Z,2024-01-28,16,Sun,TRUE,FALSE,Suburb_South,3,EV,Clear,9.72,23.5,17.2,1.4,17.5,24.49,1.17,23.32,18.42,4.9,4.8
T03582,2024-01-04T01:30:55Z,2024-01-04,7,Thu,FALSE,TRUE,Downtown,1,EV,Rainy,5.83,26.9,83.2,2.71,10.49,28.42,0.7,27.72,22.04,5.68,4
T03583,2024-01-10T15:13:04Z,2024-01-10,20,Wed,FALSE,TRUE,Downtown,1,EV,Clear,6.2,16.4,74.2,2.35,11.16,26.23,0.74,25.49,20.24,5.25,4.4
T03584,2024-01-22T18:36:00Z,2024-01-22,0,Tue,FALSE,FALSE,Airport,1,Non-EV,Clear,15.45,49.3,33,1.61,26.26,42.28,4.32,37.96,29.5,8.46,4.6
T03585,2024-01-05T05:50:47Z,2024-01-05,11,Fri,FALSE,FALSE,Midtown,2,Non-EV,Clear,8.19,30,24.3,1.54,13.92,21.44,2.29,19.15,14.86,4.29,4.3
T03586,2024-01-21T21:17:55Z,2024-01-21,2,Mon,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.62,29.4,22,1.44,12.95,18.65,2.13,16.52,12.79,3.73,4.7
T03587,2024-01-03T19:28:18Z,2024-01-03,0,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.73,3.6,37.5,1.57,4.64,7.28,0.76,6.52,5.06,1.46,3.9
T03588,2024-01-19T06:40:08Z,2024-01-19,12,Fri,FALSE,FALSE,Airport,1,Non-EV,Stormy,21.54,73.7,43.8,1.78,36.62,65.18,6.03,59.15,46.11,13.04,4.6
T03589,2024-01-24T03:39:51Z,2024-01-24,9,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Rainy,4.56,23.5,60.6,2.27,7.75,17.59,1.28,16.31,12.79,3.52,3.9
T03590,2024-01-18T03:14:03Z,2024-01-18,8,Thu,FALSE,TRUE,Midtown,2,EV,Rainy,8.1,31.9,51.7,1.94,14.59,28.3,0.97,27.33,21.67,5.66,3.2
T03591,2024-01-16T03:33:10Z,2024-01-16,9,Tue,FALSE,TRUE,Downtown,1,Non-EV,Foggy,1,6.8,53.3,2.08,1.7,3.54,0.28,3.26,2.55,0.71,4.6
T03592,2024-01-09T09:36:23Z,2024-01-09,15,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,7.62,21.1,27.7,1.64,12.95,21.25,2.13,19.12,14.87,4.25,4.3
T03593,2024-01-01T14:56:51Z,2024-01-01,20,Mon,FALSE,TRUE,Downtown,1,EV,Clear,6.01,27.1,71.4,2.33,10.82,25.22,0.72,24.5,19.46,5.04,3.6
T03594,2024-01-10T01:54:43Z,2024-01-10,7,Wed,FALSE,TRUE,Midtown,2,Non-EV,Rainy,5,19.9,59.2,2.29,8.49,19.45,1.4,18.05,14.16,3.89,3.1
T03595,2024-01-14T07:02:35Z,2024-01-14,12,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,1.22,3,71.4,2.53,2.07,5.24,0.34,4.9,3.85,1.05,4.7
T03596,2024-01-03T09:20:17Z,2024-01-03,14,Wed,FALSE,FALSE,Downtown,1,EV,Clear,3.82,15.6,34.5,1.68,6.87,11.54,0.46,11.08,8.77,2.31,4.1
T03597,2024-01-15T18:35:39Z,2024-01-15,0,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,6.79,19.2,17.2,1.33,11.54,15.34,1.9,13.44,10.37,3.07,3.8
T03598,2024-01-30T17:51:32Z,2024-01-30,23,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,11.79,38,23.8,1.48,20.05,29.68,3.3,26.38,20.44,5.94,4.2
T03599,2024-01-06T18:03:55Z,2024-01-06,23,Sat,TRUE,FALSE,Airport,1,EV,Stormy,15.99,55.5,62.8,2.35,28.78,67.63,1.92,65.71,52.18,13.53,4.9
T03600,2024-01-27T21:04:05Z,2024-01-27,2,Sun,TRUE,FALSE,Downtown,1,Non-EV,Rainy,5.9,24.3,57.8,2.06,10.03,20.66,1.65,19.01,14.88,4.13,3.9
T03601,2024-01-04T02:24:19Z,2024-01-04,7,Thu,FALSE,TRUE,Suburb_North,3,EV,Foggy,6.15,30.4,33.7,1.59,11.07,17.61,0.74,16.87,13.35,3.52,3.9
T03602,2024-01-18T22:49:03Z,2024-01-18,4,Fri,FALSE,FALSE,Downtown,1,EV,Clear,1,3,29,1.57,1.8,2.83,0.12,2.71,2.14,0.57,4.4
T03603,2024-01-10T12:42:03Z,2024-01-10,18,Wed,FALSE,TRUE,Downtown,1,Non-EV,Clear,2.03,13.4,64.1,2.28,3.45,7.87,0.57,7.3,5.73,1.57,4.6
T03604,2024-01-26T14:36:08Z,2024-01-26,20,Fri,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,12.29,44.7,45.2,1.87,20.89,39.06,3.44,35.62,27.81,7.81,5
T03605,2024-01-08T00:11:33Z,2024-01-08,5,Mon,FALSE,FALSE,Airport,1,EV,Rainy,17.49,50.6,45.2,1.93,31.49,60.77,2.1,58.67,46.52,12.15,4.2
T03606,2024-01-09T18:35:51Z,2024-01-09,0,Wed,FALSE,FALSE,Airport,1,EV,Rainy,19.87,63.2,37.5,1.75,35.77,62.6,2.38,60.22,47.7,12.52,2.9
T03607,2024-01-08T06:31:29Z,2024-01-08,12,Mon,FALSE,FALSE,Airport,1,EV,Clear,14.24,52.3,27.1,1.55,25.64,39.74,1.71,38.03,30.08,7.95,3.9
T03608,2024-01-22T04:18:21Z,2024-01-22,9,Mon,FALSE,TRUE,Downtown,1,EV,Clear,5.03,19,78,2.59,9.05,23.45,0.6,22.85,18.16,4.69,4.4
T03609,2024-01-01T02:09:35Z,2024-01-01,7,Mon,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,7.29,30,38.7,1.64,12.39,20.31,2.04,18.27,14.21,4.06,4.5
T03610,2024-01-13T13:24:39Z,2024-01-13,18,Sat,TRUE,TRUE,Suburb_South,3,EV,Clear,8.47,32.1,56.2,2.07,15.25,31.57,1.02,30.55,24.24,6.31,4.5
T03611,2024-01-13T23:45:52Z,2024-01-13,5,Sun,TRUE,FALSE,Downtown,1,Non-EV,Rainy,6.95,23.1,53,2.01,11.82,23.76,1.95,21.81,17.06,4.75,3.7
T03612,2024-01-20T05:53:19Z,2024-01-20,11,Sat,TRUE,FALSE,Downtown,1,EV,Clear,1,3,55.8,1.99,1.8,3.58,0.12,3.46,2.74,0.72,3.9
T03613,2024-01-25T15:05:58Z,2024-01-25,20,Thu,FALSE,TRUE,Midtown,2,Non-EV,Stormy,7.2,21.5,58,2.11,12.24,25.83,2.02,23.81,18.64,5.17,4.9
T03614,2024-01-18T05:41:30Z,2024-01-18,11,Thu,FALSE,FALSE,Midtown,2,Non-EV,Rainy,8.18,25.4,24.1,1.43,13.9,19.88,2.29,17.59,13.61,3.98,4.2
T03615,2024-01-27T01:23:16Z,2024-01-27,6,Sat,TRUE,FALSE,Airport,1,EV,Foggy,18.69,59.4,47.5,1.96,33.64,65.94,2.24,63.7,50.51,13.19,4.2
T03616,2024-01-09T07:02:06Z,2024-01-09,12,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,19.86,65.2,39.8,1.73,33.76,58.41,5.56,52.85,41.17,11.68,4
T03617,2024-01-30T04:48:10Z,2024-01-30,10,Tue,FALSE,FALSE,Midtown,2,EV,Rainy,11.2,34.8,13.6,1.26,20.16,25.41,1.34,24.07,18.99,5.08,4.7
T03618,2024-01-24T12:48:07Z,2024-01-24,18,Wed,FALSE,TRUE,Midtown,2,Non-EV,Clear,7.04,25.7,40.1,1.8,11.96,21.54,1.97,19.57,15.26,4.31,3.6
T03619,2024-01-18T21:49:00Z,2024-01-18,3,Fri,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.79,27,12.3,1.35,13.24,17.88,2.18,15.7,12.12,3.58,3.9
T03620,2024-01-25T02:57:44Z,2024-01-25,8,Thu,FALSE,TRUE,Downtown,1,Non-EV,Foggy,5.75,26.5,84.2,2.61,9.78,25.52,1.61,23.91,18.81,5.1,4.5
T03621,2024-01-05T03:54:25Z,2024-01-05,9,Fri,FALSE,TRUE,Suburb_North,3,Non-EV,Stormy,8.31,30.7,54,2.08,14.13,29.38,2.33,27.05,21.17,5.88,4.9
T03622,2024-01-08T12:34:59Z,2024-01-08,18,Mon,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,9.1,30.7,46.6,1.99,15.47,30.79,2.55,28.24,22.08,6.16,4.3
T03623,2024-01-21T12:56:46Z,2024-01-21,18,Sun,TRUE,TRUE,Airport,1,Non-EV,Rainy,11.43,43.5,88.5,2.71,19.43,52.67,3.2,49.47,38.94,10.53,4.4
T03624,2024-01-10T01:02:16Z,2024-01-10,6,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.75,9.4,38.9,2.15,4.67,10.04,0.77,9.27,7.26,2.01,3.7
T03625,2024-01-26T16:47:45Z,2024-01-26,22,Fri,FALSE,FALSE,Airport,1,Non-EV,Rainy,18.89,59.6,49.8,1.94,32.12,62.31,5.29,57.02,44.56,12.46,4.1
T03626,2024-01-21T04:54:50Z,2024-01-21,10,Sun,TRUE,FALSE,Airport,1,EV,Clear,22.18,68.3,54,2.2,39.93,87.84,2.66,85.18,67.61,17.57,4.2
T03627,2024-01-29T21:10:40Z,2024-01-29,2,Tue,FALSE,FALSE,Airport,1,EV,Clear,16.41,52.1,34.6,1.66,29.54,49.03,1.97,47.06,37.25,9.81,4.4
T03628,2024-01-04T11:45:36Z,2024-01-04,17,Thu,FALSE,TRUE,Downtown,1,Non-EV,Foggy,6.38,27.5,71.2,2.43,10.84,26.34,1.79,24.55,19.28,5.27,3.4
T03629,2024-01-24T12:18:01Z,2024-01-24,17,Wed,FALSE,TRUE,Airport,1,EV,Clear,18.52,67,68.7,2.34,33.33,77.99,2.22,75.77,60.17,15.6,5
T03630,2024-01-17T13:09:21Z,2024-01-17,18,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,8.2,26.2,32.3,1.62,13.94,22.59,2.3,20.29,15.77,4.52,4.9
T03631,2024-01-28T10:17:48Z,2024-01-28,15,Sun,TRUE,FALSE,Airport,1,Non-EV,Foggy,17.71,59.1,43.5,1.71,30.1,51.48,4.96,46.52,36.22,10.3,4.3
T03632,2024-01-09T06:21:49Z,2024-01-09,11,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,10.47,36.1,25.9,1.64,17.8,29.19,2.93,26.26,20.42,5.84,4.7
T03633,2024-01-20T20:42:21Z,2024-01-20,2,Sun,TRUE,FALSE,Midtown,2,EV,Clear,9.9,25.1,40,1.9,17.82,33.86,1.19,32.67,25.9,6.77,3.9
T03634,2024-01-06T10:55:44Z,2024-01-06,16,Sat,TRUE,FALSE,Downtown,1,EV,Clear,4.45,5.9,62.7,2.34,8.01,18.74,0.53,18.21,14.46,3.75,4.4
T03635,2024-01-03T19:00:46Z,2024-01-03,0,Thu,FALSE,FALSE,Airport,1,EV,Foggy,21.06,64.3,48,1.86,37.91,70.51,2.53,67.98,53.88,14.1,3.7
T03636,2024-01-07T06:46:53Z,2024-01-07,12,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,5.1,14.1,38.4,1.77,8.68,15.36,1.43,13.93,10.86,3.07,4.5
T03637,2024-01-06T14:33:05Z,2024-01-06,20,Sat,TRUE,TRUE,Downtown,1,EV,Foggy,5.8,21.7,94.1,2.96,10.45,30.92,0.7,30.22,24.04,6.18,4.7
T03638,2024-01-02T14:08:29Z,2024-01-02,19,Tue,FALSE,TRUE,Airport,1,Non-EV,Rainy,15.12,51.5,73.2,2.63,25.7,67.59,4.23,63.36,49.84,13.52,4.2
T03639,2024-01-29T21:12:04Z,2024-01-29,2,Tue,FALSE,FALSE,Airport,1,EV,Clear,16.92,55.6,44.6,1.99,30.45,60.59,2.03,58.56,46.44,12.12,4.3
T03640,2024-01-08T09:04:19Z,2024-01-08,14,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,18.07,59.5,63.8,2.26,30.72,69.43,5.06,64.37,50.48,13.89,4.6
T03641,2024-01-23T13:12:12Z,2024-01-23,18,Tue,FALSE,TRUE,Downtown,1,EV,Clear,8.72,34.6,59.7,2.26,15.7,35.47,1.05,34.42,27.33,7.09,3.6
T03642,2024-01-12T14:26:41Z,2024-01-12,19,Fri,FALSE,TRUE,Downtown,1,EV,Clear,2.42,12.7,57.6,2.16,4.35,9.4,0.29,9.11,7.23,1.88,4.3
T03643,2024-01-08T08:03:08Z,2024-01-08,13,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Stormy,8.73,24,16.1,1.27,14.84,18.85,2.44,16.41,12.64,3.77,4.1
T03644,2024-01-24T16:03:52Z,2024-01-24,21,Wed,FALSE,FALSE,Downtown,1,EV,Clear,5.62,26.8,55.6,2.13,10.11,21.54,0.67,20.87,16.56,4.31,4.9
T03645,2024-01-07T23:25:53Z,2024-01-07,4,Mon,FALSE,FALSE,Suburb_South,3,EV,Rainy,9.64,22.5,19.4,1.3,17.35,22.56,1.16,21.4,16.89,4.51,5
T03646,2024-01-05T06:17:03Z,2024-01-05,11,Fri,FALSE,FALSE,Midtown,2,EV,Rainy,5.66,20.6,24.8,1.45,10.19,14.78,0.68,14.1,11.14,2.96,3.7
T03647,2024-01-06T03:05:27Z,2024-01-06,8,Sat,TRUE,TRUE,Airport,1,Non-EV,Rainy,18.36,66.1,93.2,2.92,31.21,91.12,5.14,85.98,67.76,18.22,4.4
T03648,2024-01-28T21:51:05Z,2024-01-28,3,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,13.18,34.1,39.9,1.93,22.4,43.23,3.69,39.54,30.89,8.65,4.9
T03649,2024-01-17T12:59:27Z,2024-01-17,18,Wed,FALSE,TRUE,Airport,1,Non-EV,Foggy,17.17,53.2,73.9,2.38,29.19,69.46,4.81,64.65,50.76,13.89,4.4
T03650,2024-01-22T15:27:08Z,2024-01-22,20,Mon,FALSE,TRUE,Downtown,1,Non-EV,Clear,1.68,10.6,76.5,2.45,2.86,7.01,0.47,6.54,5.14,1.4,5
T03651,2024-01-12T19:25:35Z,2024-01-12,0,Sat,TRUE,FALSE,Downtown,1,Non-EV,Stormy,3.69,7.2,75.2,2.66,6.27,16.68,1.03,15.65,12.31,3.34,4.6
T03652,2024-01-07T13:31:33Z,2024-01-07,19,Sun,TRUE,TRUE,Midtown,2,Non-EV,Rainy,6.48,23.7,68.6,2.15,11.01,23.67,1.81,21.86,17.13,4.73,4.7
T03653,2024-01-05T23:10:18Z,2024-01-05,4,Sat,TRUE,FALSE,Suburb_North,3,Non-EV,Clear,11.15,25.4,23.3,1.53,18.95,28.99,3.12,25.87,20.07,5.8,4.8
T03654,2024-01-30T11:50:04Z,2024-01-30,17,Tue,FALSE,TRUE,Suburb_South,3,Non-EV,Rainy,10.57,43.2,42.8,1.86,17.97,33.42,2.96,30.46,23.78,6.68,4.3
T03655,2024-01-27T09:37:04Z,2024-01-27,15,Sat,TRUE,FALSE,Midtown,2,Non-EV,Rainy,5.9,16.7,32.2,1.7,10.02,17.04,1.65,15.39,11.98,3.41,3.9
T03656,2024-01-03T03:40:37Z,2024-01-03,9,Wed,FALSE,TRUE,Airport,1,EV,Clear,16.35,52,68.7,2.47,29.44,72.71,1.96,70.75,56.21,14.54,4.5
T03657,2024-01-15T23:49:57Z,2024-01-15,5,Tue,FALSE,FALSE,Midtown,2,EV,Foggy,5.9,12.6,22.9,1.39,10.62,14.76,0.71,14.05,11.1,2.95,3
T03658,2024-01-27T11:47:44Z,2024-01-27,17,Sat,TRUE,TRUE,Suburb_North,3,Non-EV,Clear,5.03,25.7,56.5,2.35,8.55,20.09,1.41,18.68,14.66,4.02,4
T03659,2024-01-24T01:01:16Z,2024-01-24,6,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,17.44,45,19.1,1.4,29.65,41.51,4.88,36.63,28.33,8.3,4.5
T03660,2024-01-03T17:00:17Z,2024-01-03,22,Wed,FALSE,FALSE,Airport,1,EV,Foggy,16.57,57.3,40.6,1.95,29.82,58.15,1.99,56.16,44.53,11.63,4.6
T03661,2024-01-11T07:54:12Z,2024-01-11,13,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,7.73,28.7,23.6,1.38,13.15,18.15,2.17,15.98,12.35,3.63,4.3
T03662,2024-01-22T22:24:24Z,2024-01-22,3,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.25,11.3,46.2,1.9,7.23,13.74,1.19,12.55,9.8,2.75,3.5
T03663,2024-01-17T20:29:47Z,2024-01-17,1,Thu,FALSE,FALSE,Suburb_South,3,EV,Clear,6.12,23.8,16,1.19,11.02,13.11,0.73,12.38,9.76,2.62,5
T03664,2024-01-17T02:22:21Z,2024-01-17,7,Wed,FALSE,TRUE,Airport,1,EV,Clear,15.92,55.3,70.6,2.44,28.66,69.92,1.91,68.01,54.03,13.98,3.4
T03665,2024-01-26T06:00:37Z,2024-01-26,11,Fri,FALSE,FALSE,Airport,1,Non-EV,Clear,14.51,45.2,40.1,1.78,24.66,43.9,4.06,39.84,31.06,8.78,3.9
T03666,2024-01-09T02:11:03Z,2024-01-09,7,Tue,FALSE,TRUE,Suburb_North,3,Non-EV,Foggy,11.26,44.3,38.6,1.85,19.14,35.4,3.15,32.25,25.17,7.08,4.6
T03667,2024-01-23T06:46:55Z,2024-01-23,12,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,12.34,35.2,11.5,1.25,20.97,26.22,3.45,22.77,17.53,5.24,4.4
T03668,2024-01-06T05:52:25Z,2024-01-06,11,Sat,TRUE,FALSE,Suburb_South,3,Non-EV,Clear,5.96,13.7,21.6,1.49,10.13,15.09,1.67,13.42,10.4,3.02,3.6
T03669,2024-01-25T13:44:16Z,2024-01-25,19,Thu,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,7.54,30.1,39.5,1.77,12.82,22.69,2.11,20.58,16.04,4.54,4.6
T03670,2024-01-18T18:07:56Z,2024-01-18,23,Thu,FALSE,FALSE,Downtown,1,EV,Clear,7.4,25.1,48.4,1.97,13.32,26.24,0.89,25.35,20.1,5.25,4
T03671,2024-01-01T18:53:30Z,2024-01-01,0,Tue,FALSE,FALSE,Airport,1,EV,Stormy,19.86,71,52.8,2.22,35.75,79.37,2.38,76.99,61.12,15.87,3.4
T03672,2024-01-15T21:53:38Z,2024-01-15,3,Tue,FALSE,FALSE,Airport,1,EV,Stormy,20.11,61.6,49.4,1.83,36.2,66.25,2.41,63.84,50.59,13.25,5
T03673,2024-01-17T21:08:04Z,2024-01-17,2,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.95,30.5,12.3,1.43,13.51,19.32,2.23,17.09,13.23,3.86,3.6
T03674,2024-01-22T04:20:29Z,2024-01-22,9,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,23.05,76.2,67.9,2.49,39.19,97.59,6.46,91.13,71.61,19.52,4.2
T03675,2024-01-13T11:44:28Z,2024-01-13,17,Sat,TRUE,TRUE,Downtown,1,Non-EV,Clear,1.21,11.1,79.5,2.62,2.05,5.38,0.34,5.04,3.96,1.08,4.2
T03676,2024-01-22T09:36:33Z,2024-01-22,15,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,18.66,57.7,28.4,1.34,31.72,42.51,5.22,37.29,28.79,8.5,3.6
T03677,2024-01-08T12:06:10Z,2024-01-08,17,Mon,FALSE,TRUE,Downtown,1,Non-EV,Clear,4.18,17.3,77,2.72,7.11,19.33,1.17,18.16,14.29,3.87,4.3
T03678,2024-01-28T07:42:23Z,2024-01-28,13,Sun,TRUE,FALSE,Airport,1,Non-EV,Rainy,21.52,65.6,62,2.19,36.58,80.12,6.03,74.09,58.07,16.02,4.8
T03679,2024-01-09T09:30:05Z,2024-01-09,15,Tue,FALSE,FALSE,Downtown,1,EV,Rainy,1,10,47.3,1.83,1.8,3.29,0.12,3.17,2.51,0.66,4.2
T03680,2024-01-28T22:25:14Z,2024-01-28,3,Mon,FALSE,FALSE,Downtown,1,EV,Clear,4.21,20.4,34.4,1.7,7.57,12.87,0.5,12.37,9.8,2.57,4.2
T03681,2024-01-29T08:44:14Z,2024-01-29,14,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,1,6.8,52.5,2.01,1.7,3.42,0.28,3.14,2.46,0.68,4.5
T03682,2024-01-05T01:49:16Z,2024-01-05,7,Fri,FALSE,TRUE,Downtown,1,Non-EV,Clear,2.38,8.6,80.3,2.79,4.05,11.29,0.67,10.62,8.36,2.26,4.3
T03683,2024-01-20T18:26:57Z,2024-01-20,23,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,1,3,40.1,1.7,1.8,3.06,0.12,2.94,2.33,0.61,4.1
T03684,2024-01-29T01:27:57Z,2024-01-29,6,Mon,FALSE,FALSE,Airport,1,EV,Clear,23.95,81.8,38.6,1.74,43.11,75,2.87,72.13,57.13,15,4.6
T03685,2024-01-14T01:06:27Z,2024-01-14,6,Sun,TRUE,FALSE,Suburb_South,3,Non-EV,Stormy,8.71,28.6,35.1,1.57,14.8,23.24,2.44,20.8,16.15,4.65,4
T03686,2024-01-14T13:44:38Z,2024-01-14,19,Sun,TRUE,TRUE,Suburb_North,3,EV,Foggy,5.42,22.3,58.7,2.11,9.76,20.6,0.65,19.95,15.83,4.12,4.4
T03687,2024-01-25T13:19:17Z,2024-01-25,18,Thu,FALSE,TRUE,Downtown,1,EV,Stormy,5.99,25,70.4,2.48,10.78,26.73,0.72,26.01,20.66,5.35,4.7
T03688,2024-01-21T03:55:30Z,2024-01-21,9,Sun,TRUE,TRUE,Downtown,1,Non-EV,Clear,6.47,22.5,70.9,2.33,11,25.63,1.81,23.82,18.69,5.13,5
T03689,2024-01-09T13:14:53Z,2024-01-09,18,Tue,FALSE,TRUE,Airport,1,EV,Clear,17.15,59.1,76.8,2.67,30.88,82.45,2.06,80.39,63.9,16.49,5
T03690,2024-01-19T09:25:38Z,2024-01-19,14,Fri,FALSE,FALSE,Airport,1,EV,Clear,20.84,68.6,42.5,1.73,37.51,64.89,2.5,62.39,49.41,12.98,3.7
T03691,2024-01-17T10:15:18Z,2024-01-17,15,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,16.53,53.2,46.5,2.05,28.1,57.61,4.63,52.98,41.46,11.52,5
T03692,2024-01-16T23:20:52Z,2024-01-16,4,Wed,FALSE,FALSE,Airport,1,EV,Clear,20.65,66.2,39.5,1.71,37.17,63.57,2.48,61.09,48.38,12.71,3.8
T03693,2024-01-28T13:14:34Z,2024-01-28,18,Sun,TRUE,TRUE,Airport,1,EV,Rainy,13.63,45.6,87.2,2.64,24.54,64.79,1.64,63.15,50.19,12.96,4
T03694,2024-01-10T05:49:45Z,2024-01-10,11,Wed,FALSE,FALSE,Midtown,2,EV,Foggy,5.1,16.9,42.4,1.72,9.18,15.79,0.61,15.18,12.02,3.16,4.1
T03695,2024-01-11T20:41:21Z,2024-01-11,2,Fri,FALSE,FALSE,Suburb_North,3,EV,Rainy,13.29,41.3,12.4,1.38,23.91,33,1.59,31.41,24.81,6.6,3.9
T03696,2024-01-11T03:36:52Z,2024-01-11,9,Thu,FALSE,TRUE,Midtown,2,EV,Rainy,2.52,14.2,50.9,1.86,4.54,8.45,0.3,8.15,6.46,1.69,4
T03697,2024-01-07T03:12:42Z,2024-01-07,8,Sun,TRUE,TRUE,Suburb_South,3,EV,Rainy,6.03,18.7,52.2,2.06,10.85,22.36,0.72,21.64,17.17,4.47,3.6
T03698,2024-01-28T20:59:49Z,2024-01-28,2,Mon,FALSE,FALSE,Airport,1,EV,Clear,16.59,57.5,31.4,1.58,29.87,47.19,1.99,45.2,35.76,9.44,4.2
T03699,2024-01-09T12:33:23Z,2024-01-09,18,Tue,FALSE,TRUE,Downtown,1,EV,Clear,1,13,75.8,2.51,1.8,4.52,0.12,4.4,3.5,0.9,4.1
